Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldAttachContractToSingleDeviceByClient",,,,,,,,,,,,,,,,,,,,,,,,,7,23,4,19,6,16,0,7,1,0,8,9,4,5,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldAttachContractToSingleDeviceByClient.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,3,6,1,5,0,5,0,6,1,0,2,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldAttachNewContractToDevice",,,,,,,,,,,,,,,,,,,,,,,,,6,16,3,13,5,11,0,9,1,0,5,6,4,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldAttachNewContractToDevice.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldChangeContractCounterNumberValue",,,,,,,,,,,,,,,,,,,,,,,,,10,36,7,29,9,27,0,15,1,0,11,12,6,6,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldChangeContractCounterNumberValue.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,0,5,0,6,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldCreateDevice",,,,,,,,,,,,,,,,,,,,,,,,,9,31,4,27,8,25,0,20,1,0,6,7,5,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldCreateDevice.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,0,3,0,7,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldCreateDeviceFromAlterdata",,,,,,,,,,,,,,,,,,,,,,,,,3,16,3,13,6,11,0,12,1,0,4,5,4,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldDeleteDeviceFromAlterdata",,,,,,,,,,,,,,,,,,,,,,,,,3,10,2,8,4,6,0,6,1,0,3,4,3,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldEditDevice",,,,,,,,,,,,,,,,,,,,,,,,,9,27,5,22,6,20,0,13,1,0,7,8,4,4,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldEditDevice.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,4,9,2,7,0,7,0,6,1,0,3,3,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldListAllDevices",,,,,,,,,,,,,,,,,,,,,,,,,3,13,2,11,4,9,0,5,1,0,5,6,3,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldListAllDevices.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,0,3,0,7,1,0,2,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDeviceByAdvancedSearch",,,,,,,,,,,,,,,,,,,,,,,,,3,14,2,12,4,10,0,5,1,0,5,6,3,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDeviceByAdvancedSearch.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,0,3,0,7,1,0,2,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDeviceReadings",,,,,,,,,,,,,,,,,,,,,,,,,4,13,2,11,4,9,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDeviceReadings.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,6,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDeviceReadingsWithReading",,,,,,,,,,,,,,,,,,,,,,,,,4,14,2,12,4,10,0,5,1,0,5,6,3,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDeviceReadingsWithReading.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,0,3,0,7,1,0,2,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDeviceReadingsWithoutReading",,,,,,,,,,,,,,,,,,,,,,,,,4,15,3,12,4,10,0,5,1,0,5,6,3,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDeviceReadingsWithoutReading.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,0,3,0,7,1,0,2,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDeviceVersions",,,,,,,,,,,,,,,,,,,,,,,,,4,12,2,10,4,8,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDeviceVersions.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDevicesByModel",,,,,,,,,,,,,,,,,,,,,,,,,4,15,3,12,5,10,0,7,1,0,5,6,4,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDevicesByModel.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,6,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDevicesByStatus",,,,,,,,,,,,,,,,,,,,,,,,,3,12,2,10,4,8,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDevicesByStatus.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,6,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDevicesByText",,,,,,,,,,,,,,,,,,,,,,,,,3,14,2,12,4,10,0,5,1,0,6,7,3,4,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDevicesByText.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,0,4,0,8,1,0,3,3,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDevicesByTextWithStatus",,,,,,,,,,,,,,,,,,,,,,,,,3,16,4,12,4,10,0,5,1,0,6,7,3,4,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDevicesByTextWithStatus.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,3,6,2,4,0,4,0,8,1,0,3,3,0,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDevicesNoAuth",,,,,,,,,,,,,,,,,,,,,,,,,2,12,2,10,4,8,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldListDevicesNoAuth.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldListModelSizes",,,,,,,,,,,,,,,,,,,,,,,,,3,12,2,10,4,8,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldListModelSizes.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldListNumberOfDevicesByStatus",,,,,,,,,,,,,,,,,,,,,,,,,3,14,3,11,4,9,0,5,1,0,5,6,3,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldListNumberOfDevicesByStatus.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,3,0,3,0,6,1,0,2,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldMergeDeviceCounters",,,,,,,,,,,,,,,,,,,,,,,,,7,16,3,13,4,11,0,15,1,0,7,8,4,4,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldMergeDevices",,,,,,,,,,,,,,,,,,,,,,,,,6,15,3,12,4,10,0,11,1,0,6,7,4,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldNotAlterDeviceStatus",,,,,,,,,,,,,,,,,,,,,,,,,5,19,3,16,5,14,0,7,1,0,7,8,4,4,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldNotAlterDeviceStatus.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,0,3,0,6,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldNotCreateDevice",,,,,,,,,,,,,,,,,,,,,,,,,5,16,3,13,5,11,0,10,1,0,5,6,4,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldNotCreateDevice.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,0,3,0,6,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldNotFindDevice",,,,,,,,,,,,,,,,,,,,,,,,,5,18,3,15,5,13,0,7,1,0,7,8,4,4,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldNotFindDevice.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,0,3,0,6,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldNotFindStatus",,,,,,,,,,,,,,,,,,,,,,,,,4,17,3,14,5,12,0,7,1,0,6,7,4,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldNotFindStatus.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,0,3,0,6,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldReserveDeviceToClient",,,,,,,,,,,,,,,,,,,,,,,,,5,19,3,16,6,14,0,8,1,0,8,9,5,4,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldReserveDeviceToClient.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,2,0,2,0,7,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldRetrieveDevice",,,,,,,,,,,,,,,,,,,,,,,,,3,13,2,11,4,9,0,5,1,0,5,6,3,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldRetrieveDevice.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,0,3,0,6,1,0,2,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldRetrieveSimilarDevicesByTerm",,,,,,,,,,,,,,,,,,,,,,,,,3,12,2,10,4,8,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldRetrieveSimilarDevicesByTerm.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldRetrieveUsedDevices",,,,,,,,,,,,,,,,,,,,,,,,,3,13,2,11,4,9,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldRetrieveUsedDevices.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldRetrieveUsedDevicesFromDate",,,,,,,,,,,,,,,,,,,,,,,,,3,13,2,11,4,9,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldRetrieveUsedDevicesFromDate.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldRetrieveUsedDevicesUntilDate",,,,,,,,,,,,,,,,,,,,,,,,,3,13,2,11,4,9,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldRetrieveUsedDevicesUntilDate.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldRevertDeviceHistory",,,,,,,,,,,,,,,,,,,,,,,,,5,15,3,12,4,10,0,10,1,0,7,8,4,4,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldThrowContractDontHaveModelException",,,,,,,,,,,,,,,,,,,,,,,,,8,22,4,18,6,16,0,13,1,0,10,11,5,6,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldThrowContractDontHaveModelException.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,6,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldThrowMergeDeviceException",,,,,,,,,,,,,,,,,,,,,,,,,6,16,3,13,5,11,0,9,1,0,6,7,4,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldThrowMergeDeviceException.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,0,3,0,7,1,0,2,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldThrowWrongIdParameterException",,,,,,,,,,,,,,,,,,,,,,,,,3,13,2,11,4,9,0,5,1,0,5,6,3,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldThrowWrongIdParameterException.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,0,3,0,7,1,0,2,2,0,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldUpdateDeviceFromAlterdata",,,,,,,,,,,,,,,,,,,,,,,,,4,19,3,16,6,14,0,9,1,0,5,6,4,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldUpdateDeviceFromAlterdata.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,0,3,0,6,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.DeviceControllerTest.shouldUpdateDeviceVersions",,,,,,,,,,,,,,,,,,,,,,,,,6,28,5,23,7,21,0,8,1,0,10,11,5,6,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldUpdateDeviceVersions.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,0,3,0,7,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.DeviceControllerTest.shouldUpdateDeviceVersions.(lambda_expr_2)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Class,"br.com.meyer.controller.LoginControllerTest",1,1,1,1,6,1,5,0,1,1,0,,0,0,,,2,0,2,15,0,0,0,2,,21,4,14,9,6,3,,,,2,5,5,0,,,,,,1,1,1,1,,2,0,,0,0.21,2,2,2,2
Public Method,"br.com.meyer.controller.LoginControllerTest.shouldLogUser",,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,5,3,3,0,4,1,0,1,2,2,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.LoginControllerTest.shouldNotLogUser",,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,5,3,3,0,4,1,0,1,2,2,0,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Class,"br.com.meyer.controller.ModelController",1,1,1,1,9,1,5,3,1,11,0,,0,0,,,11,2,11,23,0,0,0,11,,143,25,81,49,29,37,,,,28,41,24,17,,,,,,2,2,2,1,,0,1,,45,0.46,12,12,12,11
Public Method,"br.com.meyer.controller.ModelController.createModel",,,,,,,,,,,,,,,,,,,,,,,,,3,11,1,4,1,2,6,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,1.50,,,,
Public Method,"br.com.meyer.controller.ModelController.deleteModel",,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.ModelController.editModel",,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,4,2,2,0,2,1,0,2,3,2,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.ModelController.listAvailableDevicesByModel",,,,,,,,,,,,,,,,,,,,,,,,,4,9,2,7,4,4,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.ModelController.listManufacturers",,,,,,,,,,,,,,,,,,,,,,,,,2,10,1,4,2,2,5,2,1,0,2,3,2,1,1,1,1,1,0,,,,,0,,0,0,,1.25,,,,
Public Method,"br.com.meyer.controller.ModelController.listModelSizes",,,,,,,,,,,,,,,,,,,,,,,,,2,10,1,4,2,2,5,2,1,0,2,3,2,1,1,1,1,1,0,,,,,0,,0,0,,1.25,,,,
Public Method,"br.com.meyer.controller.ModelController.listModelTypes",,,,,,,,,,,,,,,,,,,,,,,,,2,10,1,4,2,2,5,2,1,0,2,3,2,1,1,1,1,1,0,,,,,0,,0,0,,1.25,,,,
Public Method,"br.com.meyer.controller.ModelController.listModelsByAutocomplete",,,,,,,,,,,,,,,,,,,,,,,,,4,18,1,11,3,5,6,5,2,0,4,6,2,4,2,2,2,1,1,,,,,0,,1,0,,0.55,,,,
Public Method,"br.com.meyer.controller.ModelController.listModelsByManufacturer",,,,,,,,,,,,,,,,,,,,,,,,,4,12,1,4,2,2,7,2,1,0,2,3,2,1,1,1,1,1,0,,,,,0,,0,0,,1.75,,,,
Public Method,"br.com.meyer.controller.ModelController.mergeModels",,,,,,,,,,,,,,,,,,,,,,,,,4,6,1,5,3,2,0,2,1,0,2,3,2,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.ModelController.retrieveModelByName",,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,4,2,2,0,2,1,0,2,3,2,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Class,"br.com.meyer.controller.ModelControllerTest",1,1,1,1,14,3,11,0,1,22,0,,0,0,,,14,2,14,27,0,0,0,14,,241,58,180,87,136,9,,,,72,87,57,30,,,,,,1,1,1,1,,2,0,,32,0.05,14,14,14,14
Public Method,"br.com.meyer.controller.ModelControllerTest.shouldCreateModel",,,,,,,,,,,,,,,,,,,,,,,,,6,16,3,13,6,11,0,12,1,0,5,6,4,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.ModelControllerTest.shouldCreateModel.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,6,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.ModelControllerTest.shouldDeleteModel",,,,,,,,,,,,,,,,,,,,,,,,,5,20,6,14,7,12,0,13,1,0,7,8,5,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.ModelControllerTest.shouldDeleteModel.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,0,2,0,3,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.ModelControllerTest.shouldEditModel",,,,,,,,,,,,,,,,,,,,,,,,,7,20,4,16,8,14,0,12,1,0,8,9,6,3,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.ModelControllerTest.shouldEditModel.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,4,6,1,5,2,5,0,12,1,0,4,4,2,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.ModelControllerTest.shouldListDevicesByModel",,,,,,,,,,,,,,,,,,,,,,,,,3,13,3,10,4,8,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.ModelControllerTest.shouldListDevicesByModel.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.ModelControllerTest.shouldListModelSizes",,,,,,,,,,,,,,,,,,,,,,,,,3,12,2,10,4,8,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.ModelControllerTest.shouldListModelSizes.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.ModelControllerTest.shouldListModelTypes",,,,,,,,,,,,,,,,,,,,,,,,,3,12,2,10,4,8,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.ModelControllerTest.shouldListModelTypes.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.ModelControllerTest.shouldListModelsByAutocomplete",,,,,,,,,,,,,,,,,,,,,,,,,3,12,2,10,4,8,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.ModelControllerTest.shouldListModelsByAutocomplete.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.ModelControllerTest.shouldListModelsByManufacturer",,,,,,,,,,,,,,,,,,,,,,,,,3,13,2,11,4,9,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.ModelControllerTest.shouldListModelsByManufacturer.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Public Method,"br.com.meyer.controller.ModelControllerTest.shouldListModelsLimitedByCounterType",,,,,,,,,,,,,,,,,,,,,,,,,3,12,2,10,4,8,0,5,1,0,4,5,3,2,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
Private Method,"br.com.meyer.controller.ModelControllerTest.shouldListModelsLimitedByCounterType.(lambda_expr_1)",,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,0,2,0,5,1,0,1,1,0,1,1,1,1,1,0,,,,,0,,0,0,,0.00,,,,
